"순번","시군구코드","건물군일련번호","도로명코드","도로구간일련번호","기초구간일련번호","건물군명","건물군명영문","입력방법","위도","경도"
"8086","11230","3206","3005038","2657","24720","영진빌딩","Yeongjin Bldg.","1","37.5668632","127.0618574"
"8087","11230","3210","3005038","2657","24742","공유주유소","Gongyu Gas Station"," ","37.5700669","127.0649155"
"8088","11230","2377","4115478","2111","18300"," "," ","1","37.5893358","127.0423094"
"8438","11230","3001","3005030","2509","23581"," "," "," ","37.5850871","127.0382861"
"8439","11230","1160","4115257","1116","10331"," "," "," ","37.5850127","127.0368602"
"8441","11230","1454","3105008","1272","11609"," "," ","1","37.5781981","127.040234"
"8442","11230","3155","4115594","2630","24547"," "," "," ","37.5798028","127.0290259"
"8443","11230","3541","4115654","2940","27344"," "," ","1","37.5814281","127.0424564"
"8444","11230","2939","4115584","2497","23414"," "," "," ","37.571866","127.0281872"
"8445","11230","2946","4115584","2497","23434"," "," ","1","37.5736596","127.0283951"
"8447","11260","926","4118499","3375","28743"," "," "," ","37.6179293","127.1005055"
"8448","11230","4065","4115488","3565","31768"," "," ","1","37.5861589","127.0512391"
"8449","11230","4067","3105008","3567","31778"," "," ","1","37.5864343","127.0525477"
"8451","11230","4075","2000008","3614","31917"," "," ","1","37.5741761","127.0289228"
"8452","11230","4078","3105013","3635","32090"," "," ","1","37.5821883","127.0542722"
"8454","11230","4085","3105013","3635","32021"," "," ","1","37.5706237","127.0574804"
"8455","11230","4086","3105013","3635","31995"," "," ","1","37.5660407","127.0561011"
"8393","11230","1126","3105006","1080","10142"," "," ","1","37.5828441","127.0408314"
"8395","11230","1532","4115287","1333","12037"," "," "," ","37.5779583","127.0417675"
"8396","11260","232","4118035","320","4984","성은교회","Seongeun Church"," ","37.5919077","127.0949248"
"8402","11230","1066","4115234","1054","9890"," "," ","1","37.5886277","127.0359739"
"8403","11230","1038","4115232","1037","9772"," "," "," ","37.5878903","127.0346938"
"8406","11230","2372","4115478","2109","18256"," "," ","1","37.5898054","127.0419343"
"7395","11260","157","4118204","29","1617","면목두산아파트"," "," ","37.578921","127.0822577"
"7396","11260","506","3005032","863","13448","금란교회"," "," ","37.60071","127.1028012"
"7399","11230","2219","4115486","2012","17504","이천빌라","Icheon Villa"," ","37.5867988","127.0506228"
"7403","11230","1136","3105006","1088","10218"," "," ","1","37.5835071","127.0431836"
"7406","11230","1531","4115287","1333","12048"," "," "," ","37.5771053","127.0415811"
"7409","11230","1547","4115278","1346","12295"," "," "," ","37.5793971","127.0340274"
"7413","11230","2797","2000008","2339","21441","클라쎄오토정비공장","Klasse Auto Repair Shop"," ","37.5627001","127.0592803"
"7416","11230","3222","3005038","2657","24900"," "," "," ","37.5977673","127.0680208"
"7418","11230","2542","4115251","2184","18937"," "," ","1","37.5839385","127.0331145"
"7421","11260","604","3005025","2447","19287"," "," "," ","37.5715355","127.0857536"
"7425","11230","1854","4115356","1672","14987"," "," "," ","37.6002663","127.0612273"
"7433","11230","2584","4115454","2212","19179"," "," "," ","37.5834133","127.0508122"
"7436","11230","2990","3005030","2509","23578"," "," "," ","37.584495","127.038305"
"7439","11230","2599","3105011","2217","19298","동국대학교사범대학부속고등학교","High School Attached to Dongguk"," ","37.5777263","127.0753136"
"7442","11260","925","4118499","3375","28710"," "," "," ","37.6150732","127.1008651"
"7445","11230","4083","3105013","3635","32002"," "," ","1","37.5671994","127.0569818"
"7447","11260","243","4118533","348","5379","미성라이프아파트","Miseong Life Apartment"," ","37.5889474","127.1009611"
"7451","11260","536","3005032","863","13356"," ","Seouljungnangucheguk","1","37.5959962","127.0825317"
"7737","11230","2167","4115462","1952","17094","답십리초등학교","Dapsimni Elementary School"," ","37.5687202","127.0554247"
"7738","11230","1110","3105006","1080","10106","안암골 벽산아파트","Anamgol byeoksan Apts.","1","37.5835121","127.0318895"
"7750","11230","2824","4115525","2360","21729"," "," ","1","37.5724716","127.0339486"
"7752","11230","3223","3005038","2657","24784"," "," ","1","37.5771737","127.0675301"
"7756","11170","1310","2005002","2870","23157","크라운호텔","Crown Hotel"," ","37.5314436","126.9908392"
"7759","11200","1027","3000001","1657","18076"," "," "," ","37.5399246","127.0621504"
"7760","11200","1399","4109310","2368","25064"," "," ","1","37.5465227","127.0474156"
"7761","11200","1401","4109376","2370","25101"," "," ","1","37.5509414","127.0680697"
"7763","11215","92","3005024","7","1369"," "," ","1","37.5452652","127.0857703"
"7764","11215","99","3005024","7","1294","화양동우체국","Hwayang-dong Post Office"," ","37.5478905","127.0694261"
"7766","11200","635","4109344","1012","11679"," "," "," ","37.5404054","127.0598811"
"7767","11200","638","4109344","1012","11669","삼양비지네스"," ","1","37.5408078","127.0574347"
"7769","11230","2232","4115453","2024","17573"," "," "," ","37.5836488","127.0516396"
"7770","11230","2236","4115453","2026","17589"," "," "," ","37.584181","127.0515661"
"7771","11230","1143","3105006","1097","10256"," "," "," ","37.5827788","127.0412918"
"7773","11230","1150","4115257","1103","10288"," "," "," ","37.5849628","127.0371104"
"7774","11230","1152","3105007","1109","10309"," "," ","1","37.5849863","127.0373829"
"7776","11230","1162","4115257","1116","10332"," "," "," ","37.585108","127.036849"
"8089","11230","2382","4115478","2114","18334"," "," ","1","37.5887145","127.0420529"
"8091","11230","2385","4115478","2117","18362"," "," ","1","37.587407","127.0421127"
"8092","11230","2392","4115478","2119","18379"," "," ","1","37.5888078","127.0418598"
"8094","11230","2410","4115475","2130","18456"," "," ","1","37.5878691","127.0406103"
"8095","11230","2413","4115475","2131","18466"," "," ","1","37.5892157","127.0403527"
"8096","11230","2566","4115497","2199","19051"," "," "," ","37.5858665","127.0349608"
"8098","11230","3803","4115734","3237","29687"," "," "," ","37.5980439","127.0629636"
"8100","11230","2189","4115440","1980","17332"," "," "," ","37.5787232","127.0564369"
"8102","11230","2130","3005034","778","7150"," "," "," ","37.5781029","127.0599986"
"8103","11230","2136","4115432","1904","16788"," "," ","1","37.5788532","127.0573383"
"8105","11230","1065","4115234","1054","9893"," "," ","1","37.5887229","127.0357483"
"8106","11230","1432","3105008","1272","11684"," "," "," ","37.5868503","127.052834"
"8108","11230","3606","3105019","2992","27779"," "," ","1","37.5665497","127.0553342"
"8109","11230","2938","4115584","2497","23412"," "," "," ","37.5716587","127.0282151"
"8111","11230","1472","3105008","1272","11578"," "," ","1","37.5784488","127.0331659"
"8114","11230","2965","3005030","2509","23576"," "," "," ","37.5841311","127.0388731"
"8115","11230","3388","4115600","2827","26367","동아아파트","Donga Apts.","1","37.5681783","127.0611319"
"8116","11230","3007","4115011","2511","23642"," "," "," ","37.5805076","127.0435773"
"8118","11230","3417","4115631","2857","26564"," "," "," ","37.5825579","127.0692813"
"8119","11230","3418","4115631","2857","26558"," "," ","1","37.5823286","127.0689217"
"8120","11230","3421","4115631","2857","26565"," "," "," ","37.5825244","127.0694119"
"8409","11230","3775","3105021","3194","29431"," "," "," ","37.5941632","127.0676306"
"8414","11230","2543","4115251","2184","18939"," "," "," ","37.5840217","127.0329954"
"8418","11230","1813","4115364","1613","14457"," "," "," ","37.599939","127.0648548"
"8420","11230","2143","4115435","1925","16890"," "," ","1","37.5800868","127.057935"
"8423","11230","2588","4115385","2215","19201","휘경베스트빌현대아파트","Hwigyeong Bestvill Hyundai Apts.","1","37.5818114","127.0743263"
"8428","11230","3212","3005038","2657","24697"," "," "," ","37.563576","127.0588978"
"8431","11230","2386","4115478","2117","18360"," "," ","1","37.5874289","127.0422492"
"8435","11260","1382","4118175","3418","34881","중랑숲리가아파트"," "," ","37.6022992","127.105018"
"8436","11260","121","3106011","9","1033","한신아파트","Hansin Apartment( Guardroom)"," ","37.5874617","127.0752138"
"8440","11230","2128","4115429","1886","16668","래미안아름숲아파트","Raemian Areumsup APT","1","37.5803838","127.0612772"
"8446","11230","3809","4115734","3240","29705"," "," "," ","37.5963304","127.0623611"
"8450","11230","4071","3105004","3593","31856"," "," ","1","37.5793973","127.0505715"
"8453","11230","4081","3105013","3635","32070"," "," ","1","37.57897","127.0565528"
"8456","11260","233","4118392","324","5034"," "," "," ","37.5932807","127.0936991"
"8458","11230","4060","4115473","3536","31666"," "," ","1","37.5876193","127.0403829"
"8459","11260","213","4118465","254","4078","서울면북초등학교","Seoulmyeonbuk Elementary School","1","37.5943584","127.1034397"
"7454","11230","2779","2000008","2339","21306"," "," "," ","37.5742193","127.0337088"
"7457","11230","1839","4115351","1665","14922"," "," "," ","37.5992798","127.0614933"
"7458","11230","3229","3005038","2657","24728"," "," "," ","37.5681324","127.0629063"
"7459","11230","2407","4115475","2130","18460"," "," ","1","37.5877105","127.0403825"
"7461","11230","3649","3105020","3054","28262"," "," "," ","37.5902875","127.057207"
"7463","11230","3024","4115004","2538","23809"," "," "," ","37.5826606","127.0413203"
"7464","11230","3035","4115038","2543","23820"," "," ","1","37.5833193","127.0397348"
"7465","11230","2923","4115514","2491","23232"," "," "," ","37.5756152","127.0300296"
"7466","11230","2931","3100021","2493","23279"," "," ","1","37.5706255","127.0288682"
"7468","11230","3335","4115638","2765","25854"," "," "," ","37.5968979","127.0672098"
"7469","11230","3342","4115615","2777","25945"," "," ","1","37.5632161","127.06043"
"7471","11230","3350","4115615","2778","26002"," "," "," ","37.5624727","127.0645305"
"7472","11230","3353","4115569","2779","26045","대명연립","Daemyeong Apt.","1","37.5658296","127.0657143"
"7473","11230","3356","4115569","2779","26042"," "," "," ","37.5651443","127.066385"
"7475","11230","2132","4115429","1892","16717"," "," "," ","37.5789485","127.0619751"
"7476","11230","2134","4115470","1902","16771"," "," "," ","37.5740107","127.0564062"
"7478","11230","1045","4115232","1040","9786"," "," "," ","37.5875257","127.0350455"
"7479","11230","1048","4115233","1043","9805"," "," "," ","37.5873432","127.0359291"
"7481","11230","1062","4115233","1051","9842"," "," "," ","37.5881446","127.0350757"
"7482","11230","1069","4115234","1057","9907"," "," "," ","37.5886675","127.0361688"
"7484","11230","3593","3105019","2992","27750"," "," "," ","37.5703601","127.0508298"
"7486","11230","3839","4115737","3293","29976"," "," "," ","37.5993607","127.0646499"
"7777","11230","1552","4115291","1356","12409"," "," ","1","37.5785192","127.0443183"
"7779","11230","1851","4115356","1672","14998"," "," "," ","37.6009896","127.0603985"
"7780","11230","2177","4115195","1971","17255"," "," ","1","37.5820574","127.0537027"
"7782","11230","3225","3005038","2657","24919"," "," "," ","37.6010501","127.0673177"
"7783","11230","3227","3005038","2657","24771"," "," ","1","37.5749584","127.0670817"
"7784","11230","3228","3005038","2657","24804","선일빌딩","Seonil Bldg."," ","37.5808567","127.0681165"
"7785","11230","3232","3005038","2657","24790"," "," "," ","37.5781852","127.068584"
"7787","11230","3235","3005038","2657","24785"," "," "," ","37.5775841","127.0678545"
"7788","11230","3236","3005038","2657","24752"," "," "," ","37.5718737","127.0655416"
"7790","11230","2412","4115475","2130","18455"," "," ","1","37.5878762","127.040738"
"7791","11230","2187","4115440","1980","17312"," "," "," ","37.5802914","127.0552775"
"7792","11230","2191","4115440","1980","17310"," "," "," ","37.5804574","127.0552241"
"7794","11230","1122","3105006","1080","10153"," "," ","1","37.5832335","127.0431859"
"7795","11230","1127","3105006","1080","10101"," "," ","1","37.5828687","127.0315246"
"7797","11230","1534","4115287","1333","12065"," "," "," ","37.5760728","127.0403274"
"7799","11230","3214","3005038","2657","24727"," "," "," ","37.5679876","127.0627653"
"7800","11230","3224","3005038","2657","24727"," "," "," ","37.5676838","127.0631675"
"7801","11230","1779","4115341","3576","31804"," "," ","1","37.5951793","127.0584665"
"7802","11230","1785","4115308","1591","14322"," "," "," ","37.5779394","127.0270796"
"7804","11260","252","4118036","403","6017","부림연립","Burim Row Houses"," ","37.5876254","127.0947902"
"7805","11260","253","4118036","403","5988"," ","Myeonmok8Donggongyeong Parking Lot"," ","37.5898587","127.0964368"
"7806","11260","621","3106008","2633","19953"," "," "," ","37.6104929","127.1074687"
"7808","11260","624","3106008","2633","19899"," "," "," ","37.6016259","127.1080185"
"8122","11230","3427","4115632","2859","26622"," "," "," ","37.5814385","127.0732726"
"8123","11230","3430","4115632","2860","26642"," "," "," ","37.5815139","127.0732952"
"8125","11230","3454","4115608","2883","26851"," "," ","1","37.5698165","127.0635668"
"8126","11230","3461","4115619","2894","26930"," "," "," ","37.5765754","127.0671674"
"8127","11230","2607","3105011","2217","19352","서울휘봉초등학교","Seoul Hwibong Elementary School"," ","37.5860977","127.0701257"
"8128","11230","2610","3105011","2217","19358"," "," ","1","37.5872569","127.069972"
"8130","11230","2618","3105012","2222","19535","장안근린공원","Dongdaemungu Youth Study Room","1","37.5773614","127.0713986"
"8067","11260","571","4118013","1303","15198"," "," ","1","37.5878468","127.083368"
"8071","11260","515","3005032","863","13338"," "," "," ","37.5949588","127.0786751"
"8074","11230","1504","3105010","1306","11851"," "," ","1","37.6048547","127.0624838"
"8077","11230","1475","3105008","1272","11649"," "," ","1","37.58198","127.0479411"
"8081","11230","2773","2000008","2339","21381","청계벽산메가트리움","Cheonggye Baeksan Megatrium"," ","37.5698588","127.0496754"
"8085","11230","3199","3005038","2657","24726"," "," ","1","37.5679219","127.0627037"
"8090","11230","2383","4115478","2114","18336"," "," ","1","37.588689","127.041886"
"8093","11230","2393","4115478","2119","18376"," "," ","1","37.5888448","127.0420986"
"8097","11230","2577","4115452","2210","19156"," "," "," ","37.5837547","127.0521712"
"8099","11230","1862","4115356","1675","15027"," "," "," ","37.6014276","127.0596385"
"8101","11230","2201","4115446","1993","17415"," "," "," ","37.5827726","127.0522927"
"8104","11230","1059","4115233","1051","9847"," "," "," ","37.5880649","127.0356963"
"8107","11260","122","3106011","9","898"," "," "," ","37.5957596","127.0723904"
"8110","11230","2947","4115579","2499","23447"," "," ","1","37.5729776","127.034402"
